Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSG00000175463	TBC1D10C	ENSMMUG00000017280	TBC1D10C	ortholog_one2one
ENSG00000117597	UTP25	ENSMMUG00000022066	UTP25	ortholog_one2one
ENSG00000230626		ENSMMUG00000019564	MAP2K2	ortholog_one2one
ENSG00000272197	RN7SL803P	ENSMMUG00000043245	Metazoa_SRP	ortholog_one2one
ENSG00000158457	TSPAN33	ENSMMUG00000012109	TSPAN33	ortholog_one2one
ENSG00000170271	FAXDC2	ENSMMUG00000009413	FAXDC2	ortholog_one2one
ENSG00000172508	CARNS1	ENSMMUG00000005480	CARNS1	ortholog_one2one
ENSG00000185518	SV2B	ENSMMUG00000008399	SV2B	ortholog_one2one
ENSG00000121644	DESI2	ENSMMUG00000022310	DESI2	ortholog_one2one
ENSG00000119138	KLF9	ENSMMUG00000063718	KLF9	ortholog_one2one
ENSG00000177047	IFNW1	ENSMMUG00000058193	IFNW1	ortholog_one2one
ENSG00000222973	RNU2-25P	ENSMMUG00000034229	U2	ortholog_one2one
ENSG00000264615	RN7SL592P	ENSMMUG00000056862	Metazoa_SRP	ortholog_one2one
ENSG00000041802	LSG1	ENSMMUG00000010708	LSG1	ortholog_one2one
ENSG00000200629	RNY1P11	ENSMMUG00000023983	Y_RNA	ortholog_one2one
ENSG00000128602	SMO	ENSMMUG00000012110	SMO	ortholog_one2one
ENSG00000174502	SLC26A9	ENSMMUG00000014694	SLC26A9	ortholog_one2one
ENSG00000175634	RPS6KB2	ENSMMUG00000005483	RPS6KB2	ortholog_one2one
ENSG00000080608	PUM3	ENSMMUG00000002362	PUM3	ortholog_one2one
ENSG00000103994	ZNF106	ENSMMUG00000001547	ZNF106	ortholog_one2one
ENSG00000134107	BHLHE40	ENSMMUG00000056699	BHLHE40	ortholog_one2one
ENSG00000135253	KCP	ENSMMUG00000006306	KCP	ortholog_one2one
ENSG00000277039	Metazoa_SRP	ENSMMUG00000053621	Metazoa_SRP	ortholog_one2one
ENSG00000082516	GEMIN5	ENSMMUG00000021228	GEMIN5	ortholog_one2one
ENSG00000115365	LANCL1	ENSMMUG00000054937	LANCL1	ortholog_one2one
ENSG00000153294	ADGRF4	ENSMMUG00000017955	ADGRF4	ortholog_one2one
ENSG00000040531	CTNS	ENSMMUG00000023389	CTNS	ortholog_one2one
ENSG00000163625	WDFY3	ENSMMUG00000021164	WDFY3	ortholog_one2one
ENSG00000207283	Y_RNA	ENSMMUG00000064588	Y_RNA	ortholog_one2one
ENSG00000134108	ARL8B	ENSMMUG00000008810	ARL8B	ortholog_one2one
ENSG00000124818	OPN5	ENSMMUG00000013751	OPN5	ortholog_one2one
ENSG00000107263	RAPGEF1	ENSMMUG00000006479	RAPGEF1	ortholog_one2one
ENSG00000106571	GLI3	ENSMMUG00000013614	GLI3	ortholog_one2one
ENSG00000134109	EDEM1	ENSMMUG00000065088	EDEM1	ortholog_one2one
ENSG00000199279	RNU6-661P	ENSMMUG00000036910	U6	ortholog_one2one
ENSG00000158715	SLC45A3	ENSMMUG00000004116	SLC45A3	ortholog_one2one
ENSG00000198356	GET3	ENSMMUG00000006275	GET3	ortholog_one2one
ENSG00000145864	GABRB2	ENSMMUG00000018044	GABRB2	ortholog_one2one
ENSG00000200340	RNU1-105P	ENSMMUG00000024250	U1	ortholog_one2one
ENSG00000039987	BEST2	ENSMMUG00000063236	BEST2	ortholog_one2one
ENSG00000143195	ILDR2	ENSMMUG00000023462	ILDR2	ortholog_one2one
ENSG00000265180	MIR4790	ENSMMUG00000048407		ortholog_one2one
ENSG00000241227	RN7SL553P	ENSMMUG00000043015	Metazoa_SRP	ortholog_one2one
ENSG00000159184	HOXB13	ENSMMUG00000060879	HOXB13	ortholog_one2one
ENSG00000199469	RNU1-62P	ENSMMUG00000026365	U1	ortholog_one2one
ENSG00000241322	CDRT1	ENSMMUG00000019200		ortholog_one2many
ENSG00000118513	MYB	ENSMMUG00000018166	MYB	ortholog_one2one
ENSG00000207453	RNU6-535P	ENSMMUG00000033239	U6	ortholog_one2one
ENSG00000187672	ERC2	ENSMMUG00000021620	ERC2	ortholog_one2one
ENSG00000213402	PTPRCAP	ENSMMUG00000005486	PTPRCAP	ortholog_one2one
ENSG00000171223	JUNB	ENSMMUG00000005688	JUNB	ortholog_one2one
ENSG00000171016	PYGO1	ENSMMUG00000052322	PYGO1	ortholog_one2one
ENSG00000167815	PRDX2	ENSMMUG00000005689	PRDX2	ortholog_one2many
ENSG00000167815	PRDX2	ENSMMUG00000061536		ortholog_one2many
ENSG00000172725	CORO1B	ENSMMUG00000005488	CORO1B	ortholog_one2one
ENSG00000066468	FGFR2	ENSMMUG00000009594	FGFR2	ortholog_one2one
ENSG00000166710	B2M	ENSMMUG00000060797	B2M	ortholog_one2one
ENSG00000136247	ZDHHC4	ENSMMUG00000015545	ZDHHC4	ortholog_one2one
ENSG00000250821	EXOC1L	ENSMMUG00000039297	EXOC1L	ortholog_one2one
ENSG00000162849	KIF26B	ENSMMUG00000017324	KIF26B	ortholog_one2one
ENSG00000171360	KRT38	ENSMMUG00000049208	KRT38	ortholog_one2one
ENSG00000171564	FGB	ENSMMUG00000021302	FGB	ortholog_one2one
ENSG00000104889	RNASEH2A	ENSMMUG00000045010	RNASEH2A	ortholog_one2one
ENSG00000182575	NXPH3	ENSMMUG00000003383	NXPH3	ortholog_one2one
ENSG00000167258	CDK12	ENSMMUG00000021350	CDK12	ortholog_one2one
ENSG00000115806	GORASP2	ENSMMUG00000015203	GORASP2	ortholog_one2one
ENSG00000105613	MAST1	ENSMMUG00000008740	MAST1	ortholog_one2one
ENSG00000166780	BMERB1	ENSMMUG00000058016	BMERB1	ortholog_one2one
ENSG00000201216	Y_RNA	ENSMMUG00000064253	Y_RNA	ortholog_one2one
ENSG00000215262	KCNU1	ENSMMUG00000000200	KCNU1	ortholog_one2one
ENSG00000069966	GNB5	ENSMMUG00000017374	GNB5	ortholog_one2one
ENSG00000137033	IL33	ENSMMUG00000021344	IL33	ortholog_one2one
ENSG00000068796	KIF2A	ENSMMUG00000000399	KIF2A	ortholog_one2one
ENSG00000175514	GPR152	ENSMMUG00000005489	GPR152	ortholog_one2one
ENSG00000180376	CCDC66	ENSMMUG00000002818	CCDC66	ortholog_one2one
ENSG00000172663	TMEM134	ENSMMUG00000005493	TMEM134	ortholog_one2one
ENSG00000163982	OTOP1	ENSMMUG00000002782	OTOP1	ortholog_one2one
ENSG00000183671	GPR1	ENSMMUG00000008334	GPR1	ortholog_one2one
ENSG00000133392	MYH11	ENSMMUG00000010367	MYH11	ortholog_one2one
ENSG00000067533	RRP15	ENSMMUG00000004070	RRP15	ortholog_one2one
ENSG00000196159	FAT4	ENSMMUG00000011810	FAT4	ortholog_one2one
ENSG00000174236	REP15	ENSMMUG00000053271	REP15	ortholog_one2one
ENSG00000133055	MYBPH	ENSMMUG00000064766	MYBPH	ortholog_one2one
ENSG00000148396	SEC16A	ENSMMUG00000003106	SEC16A	ortholog_one2one
ENSG00000061794	MRPS35	ENSMMUG00000063176	MRPS35	ortholog_one2one
ENSG00000105612	DNASE2	ENSMMUG00000028866	DNASE2	ortholog_one2one
ENSG00000170419	VSTM2A	ENSMMUG00000001308	VSTM2A	ortholog_one2one
ENSG00000108439	PNPO	ENSMMUG00000003325	PNPO	ortholog_one2one
ENSG00000136731	UGGT1	ENSMMUG00000023321	UGGT1	ortholog_one2one
ENSG00000105610	KLF1	ENSMMUG00000011230	KLF1	ortholog_one2one
ENSG00000252585	Y_RNA	ENSMMUG00000036227	Y_RNA	ortholog_one2one
ENSG00000206839	RNU6-746P	ENSMMUG00000025835	U6	ortholog_one2one
ENSG00000087448	KLHL42	ENSMMUG00000021742	KLHL42	ortholog_one2one
ENSG00000162236	STX5	ENSMMUG00000005280	STX5	ortholog_one2one
ENSG00000196071	OR2L13	ENSMMUG00000060886		ortholog_one2many
ENSG00000196071	OR2L13	ENSMMUG00000059065		ortholog_one2many
ENSG00000095066	HOOK2	ENSMMUG00000005686	HOOK2	ortholog_one2one
ENSG00000132549	VPS13B	ENSMMUG00000022186	VPS13B	ortholog_one2one
ENSG00000087494	PTHLH	ENSMMUG00000010531	PTHLH	ortholog_one2one
ENSG00000116209	TMEM59	ENSMMUG00000007183	TMEM59	ortholog_one2one
ENSG00000105926	MPP6	ENSMMUG00000016936	MPP6	ortholog_one2one
ENSG00000134851	TMEM165	ENSMMUG00000001918	TMEM165	ortholog_one2one
ENSG00000136813	ECPAS	ENSMMUG00000016315	ECPAS	ortholog_one2one
ENSG00000104064	GABPB1	ENSMMUG00000002879	GABPB1	ortholog_one2one
ENSG00000074181	NOTCH3	ENSMMUG00000013637	NOTCH3	ortholog_one2one
ENSG00000198707	CEP290	ENSMMUG00000015862	CEP290	ortholog_one2one
ENSG00000239040	Y_RNA	ENSMMUG00000023945	Y_RNA	ortholog_one2one
ENSG00000238585	Y_RNA	ENSMMUG00000037304	Y_RNA	ortholog_one2one
ENSG00000068078	FGFR3	ENSMMUG00000019945	FGFR3	ortholog_one2one
ENSG00000241665	RN7SL418P	ENSMMUG00000047305	Metazoa_SRP	ortholog_one2one
ENSG00000168356	SCN11A	ENSMMUG00000019962	SCN11A	ortholog_one2one
ENSG00000243566	UPK3B	ENSMMUG00000047349	UPK3B	ortholog_one2one
ENSG00000167740	CYB5D2	ENSMMUG00000042657	CYB5D2	ortholog_one2one
ENSG00000136267	DGKB	ENSMMUG00000020418	DGKB	ortholog_one2one
ENSG00000167723	TRPV3	ENSMMUG00000038311	TRPV3	ortholog_one2one
ENSG00000166402	TUB	ENSMMUG00000061392	TUB	ortholog_one2one
ENSG00000105131	EPHX3	ENSMMUG00000021384	EPHX3	ortholog_one2one
ENSG00000160460	SPTBN4	ENSMMUG00000051535		ortholog_one2many
ENSG00000160460	SPTBN4	ENSMMUG00000020796		ortholog_one2many
ENSG00000143643	TTC13	ENSMMUG00000005888	TTC13	ortholog_one2one
ENSG00000135617	PRADC1	ENSMMUG00000063492	PRADC1	ortholog_one2one
ENSG00000144476	ACKR3	ENSMMUG00000060487	ACKR3	ortholog_one2one
ENSG00000163161	ERCC3	ENSMMUG00000064234	ERCC3	ortholog_one2one
ENSG00000205089	CCNI2	ENSMMUG00000010308	CCNI2	ortholog_one2one
ENSG00000187678	SPRY4	ENSMMUG00000014175	SPRY4	ortholog_one2one
ENSG00000182934	SRPRA	ENSMMUG00000007938	SRPRA	ortholog_one2one
ENSG00000196670	ZFP62	ENSMMUG00000042832	ZFP62	ortholog_one2one
ENSG00000004866	ST7	ENSMMUG00000021722	ST7	ortholog_one2many
ENSG00000169783	LINGO1	ENSMMUG00000001782	LINGO1	ortholog_one2one
ENSG00000145725	PPIP5K2	ENSMMUG00000007787	PPIP5K2	ortholog_one2one
ENSG00000116161	CACYBP	ENSMMUG00000018296		ortholog_one2many
ENSG00000116161	CACYBP	ENSMMUG00000001571	CACYBP	ortholog_one2many
ENSG00000204246	OR13C3	ENSMMUG00000010145	OR13C3	ortholog_one2one
ENSG00000177383	MAGEF1	ENSMMUG00000002953	MAGEF1	ortholog_one2one
ENSG00000080298	RFX3	ENSMMUG00000000802	RFX3	ortholog_one2one
ENSG00000128849	CGNL1	ENSMMUG00000005179	CGNL1	ortholog_one2one
ENSG00000187068	C3orf70	ENSMMUG00000059767	C2H3orf70	ortholog_one2one
ENSG00000110074	FOXRED1	ENSMMUG00000007944	FOXRED1	ortholog_one2one
ENSG00000240533	RN7SL69P	ENSMMUG00000047465	Metazoa_SRP	ortholog_one2one
ENSG00000202318	Y_RNA	ENSMMUG00000026107	Y_RNA	ortholog_one2one
ENSG00000156931	VPS8	ENSMMUG00000000425	VPS8	ortholog_one2one
ENSG00000067182	TNFRSF1A	ENSMMUG00000000377	TNFRSF1A	ortholog_one2one
ENSG00000143847	PPFIA4	ENSMMUG00000000063	PPFIA4	ortholog_one2one
ENSG00000166920	C15orf48	ENSMMUG00000044497	C15orf48	ortholog_one2one
ENSG00000183808	RBM12B	ENSMMUG00000005558	RBM12B	ortholog_one2one
ENSG00000196378	ZNF34	ENSMMUG00000014308	ZNF34	ortholog_one2one
ENSG00000140511	HAPLN3	ENSMMUG00000000556	HAPLN3	ortholog_one2one
ENSG00000167703	SLC43A2	ENSMMUG00000017561	SLC43A2	ortholog_one2one
ENSG00000188566	NDOR1	ENSMMUG00000018107	NDOR1	ortholog_one2one
ENSG00000198648	STK39	ENSMMUG00000006215	STK39	ortholog_one2one
ENSG00000140545	MFGE8	ENSMMUG00000043001	MFGE8	ortholog_one2one
ENSG00000244307	RN7SL395P	ENSMMUG00000038942	Metazoa_SRP	ortholog_one2one
ENSG00000161016	RPL8	ENSMMUG00000013379	RPL8	ortholog_one2one
ENSG00000110063	DCPS	ENSMMUG00000054996	DCPS	ortholog_one2one
ENSG00000160410	SHKBP1	ENSMMUG00000020797	SHKBP1	ortholog_one2one
ENSG00000222765	RNU2-40P	ENSMMUG00000034443	U2	ortholog_one2one
ENSG00000163633	C4orf36	ENSMMUG00000059657	C5H4orf36	ortholog_one2many
ENSG00000108342	CSF3	ENSMMUG00000002923	CSF3	ortholog_one2one
ENSG00000110080	ST3GAL4	ENSMMUG00000006929	ST3GAL4	ortholog_one2one
ENSG00000168393	DTYMK	ENSMMUG00000008049	DTYMK	ortholog_one2one
ENSG00000265388	RN7SL391P	ENSMMUG00000055421	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059014	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000058408	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000053948	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060692	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064209	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000054875	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000053351	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000052655	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059016	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060146	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000054984	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000044404	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000051660	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000054597	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050838	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060297	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000061398	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000055462	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063739	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000057178	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050647	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000052637	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050695	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060573	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000051739	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000052547	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063938	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063480	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000049350	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000052504	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000054276	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000053933	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000049624	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000057511	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000051889	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062640	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000051686	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063050	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000065349	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050140	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059179	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059333	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000058120	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063936	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000055245	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064608	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000055596	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000061365	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000054081	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064214	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060469	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000058958	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063296	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062896	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062752	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060730	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064256	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059875	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050790	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062387	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000065093	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062192	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000055734	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000063940	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000058078	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000060978	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064667	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062680	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000053829	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064454	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062804	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000065153	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000056277	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000049657	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000057789	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000064677	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000062691	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000053952	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000057186	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000050438	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000058547	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000059595	Metazoa_SRP	ortholog_one2many
ENSG00000265388	RN7SL391P	ENSMMUG00000049491	Metazoa_SRP	ortholog_one2many
ENSG00000110799	VWF	ENSMMUG00000022893	VWF	ortholog_one2one
ENSG00000285458		ENSMMUG00000059657	C5H4orf36	ortholog_one2many
ENSG00000145332	KLHL8	ENSMMUG00000014080	KLHL8	ortholog_one2one
ENSG00000201957		ENSMMUG00000026768		ortholog_one2one
ENSG00000171121	KCNMB3	ENSMMUG00000005187	KCNMB3	ortholog_one2one
ENSG00000126351	THRA	ENSMMUG00000002931	THRA	ortholog_one2one
ENSG00000157766	ACAN	ENSMMUG00000000554	ACAN	ortholog_one2one
ENSG00000198121	LPAR1	ENSMMUG00000001087		ortholog_one2many
ENSG00000198121	LPAR1	ENSMMUG00000006906	LPAR1	ortholog_one2many
ENSG00000153086	ACMSD	ENSMMUG00000010195	ACMSD	ortholog_one2one
ENSG00000212327	RNU6-882P	ENSMMUG00000058971	U6	ortholog_one2one
ENSG00000196455	PIK3R4	ENSMMUG00000020294	PIK3R4	ortholog_one2one
ENSG00000172005	MAL	ENSMMUG00000001936	MAL	ortholog_one2one
ENSG00000288701	PRRC2B	ENSMMUG00000009973	PRRC2B	ortholog_one2one
ENSG00000198855	FICD	ENSMMUG00000017123	FICD	ortholog_one2one
ENSG00000078795	PKD2L2	ENSMMUG00000016357	PKD2L2	ortholog_one2one
ENSG00000133030	MPRIP	ENSMMUG00000013343	MPRIP	ortholog_one2one
ENSG00000115008	IL1A	ENSMMUG00000052787	IL1A	ortholog_one2one
ENSG00000090006	LTBP4	ENSMMUG00000020798	LTBP4	ortholog_one2one
ENSG00000075856	SART3	ENSMMUG00000017124	SART3	ortholog_one2one
ENSG00000252894	Y_RNA	ENSMMUG00000025754	Y_RNA	ortholog_one2one
ENSG00000197165	SULT1A2	ENSMMUG00000022334		ortholog_one2many
ENSG00000201550	RNU6-726P	ENSMMUG00000055184	U6	ortholog_one2one
ENSG00000241399	CD302	ENSMMUG00000020721		ortholog_one2one
ENSG00000163347	CLDN1	ENSMMUG00000001915	CLDN1	ortholog_one2one
ENSG00000170509	HSD17B13	ENSMMUG00000019040	HSD17B13	ortholog_one2one
ENSG00000113946	CLDN16	ENSMMUG00000018671	CLDN16	ortholog_one2one
ENSG00000074803	SLC12A1	ENSMMUG00000016896	SLC12A1	ortholog_one2one
ENSG00000144445	KANSL1L	ENSMMUG00000010515	KANSL1L	ortholog_one2one
ENSG00000173253	DMRT2	ENSMMUG00000014844	DMRT2	ortholog_one2one
ENSG00000017260	ATP2C1	ENSMMUG00000005137	ATP2C1	ortholog_one2one
ENSG00000198189	HSD17B11	ENSMMUG00000019041	HSD17B11	ortholog_one2one
ENSG00000173627	APOBEC4	ENSMMUG00000060284	APOBEC4	ortholog_one2one
ENSG00000131446	MGAT1	ENSMMUG00000047880	MGAT1	ortholog_one2one
ENSG00000067704	IARS2	ENSMMUG00000007783	IARS2	ortholog_one2one
ENSG00000288656		ENSMMUG00000022334		ortholog_one2many
ENSG00000196502	SULT1A1	ENSMMUG00000022334		ortholog_one2many
ENSG00000240966	RN7SL681P	ENSMMUG00000047307	Metazoa_SRP	ortholog_one2one
ENSG00000207182	RNU1-44P	ENSMMUG00000024539	U1	ortholog_one2one
ENSG00000151615	POU4F2	ENSMMUG00000053730	POU4F2	ortholog_one2one
ENSG00000153140	CETN3	ENSMMUG00000020180	CETN3	ortholog_one2one
ENSG00000148343	MIGA2	ENSMMUG00000011765	MIGA2	ortholog_one2one
ENSG00000174137	FAM53A	ENSMMUG00000008363	FAM53A	ortholog_one2one
ENSG00000147789	ZNF7	ENSMMUG00000011550	ZNF7	ortholog_one2one
ENSG00000223569	USP17L15	ENSMMUG00000052858		ortholog_many2many
ENSG00000223569	USP17L15	ENSMMUG00000059394		ortholog_many2many
ENSG00000223569	USP17L15	ENSMMUG00000051019		ortholog_many2many
ENSG00000207171		ENSMMUG00000026502		ortholog_one2one
ENSG00000198515	CNGA1	ENSMMUG00000005764	CNGA1	ortholog_one2one
ENSG00000166548	TK2	ENSMMUG00000000029	TK2	ortholog_one2one
ENSG00000171530	TBCA	ENSMMUG00000047290		ortholog_one2many
ENSG00000171530	TBCA	ENSMMUG00000053817		ortholog_one2many
ENSG00000077157	PPP1R12B	ENSMMUG00000003998	PPP1R12B	ortholog_one2one
ENSG00000182132	KCNIP1	ENSMMUG00000009171	KCNIP1	ortholog_one2one
ENSG00000188352	FOCAD	ENSMMUG00000019070	FOCAD	ortholog_one2one
ENSG00000163291	PAQR3	ENSMMUG00000014501	PAQR3	ortholog_one2one
ENSG00000136003	ISCU	ENSMMUG00000017126	ISCU	ortholog_one2one
ENSG00000006606	CCL26	ENSMMUG00000015735	CCL26	ortholog_one2one
ENSG00000170619	COMMD5	ENSMMUG00000011549	COMMD5	ortholog_one2one
ENSG00000128591	FLNC	ENSMMUG00000006296	FLNC	ortholog_one2one
ENSG00000283228		ENSMMUG00000010526	CACNB4	ortholog_one2many
ENSG00000233757		ENSMMUG00000060932		ortholog_one2one
ENSG00000105245	NUMBL	ENSMMUG00000004227	NUMBL	ortholog_one2one
ENSG00000242175	RN7SL127P	ENSMMUG00000041520	Metazoa_SRP	ortholog_one2one
ENSG00000196150	ZNF250	ENSMMUG00000011548	ZNF250	ortholog_one2one
ENSG00000172318	B3GALT1	ENSMMUG00000021775	B3GALT1	ortholog_one2one
ENSG00000164305	CASP3	ENSMMUG00000012053	CASP3	ortholog_one2one
ENSG00000155066	PROM2	ENSMMUG00000059401	PROM2	ortholog_one2one
ENSG00000113282	CLINT1	ENSMMUG00000002272	CLINT1	ortholog_one2one
ENSG00000183160	TMEM119	ENSMMUG00000050754	TMEM119	ortholog_one2one
ENSG00000238457	RNU7-169P	ENSMMUG00000036682	U7	ortholog_one2one
ENSG00000134531	EMP1	ENSMMUG00000062238		ortholog_one2one
ENSG00000223284	RNU6-195P	ENSMMUG00000036325	U6	ortholog_one2one
ENSG00000201909	RNU6-590P	ENSMMUG00000024233	U6	ortholog_one2one
ENSG00000164306	PRIMPOL	ENSMMUG00000012175	PRIMPOL	ortholog_one2one
ENSG00000170631	ZNF16	ENSMMUG00000016080	ZNF16	ortholog_one2one
ENSG00000086200	IPO11	ENSMMUG00000001233	IPO11	ortholog_one2one
ENSG00000241588	RN7SL484P	ENSMMUG00000062699	Metazoa_SRP	ortholog_many2many
ENSG00000241588	RN7SL484P	ENSMMUG00000055408	Metazoa_SRP	ortholog_many2many
